ID,Event Type,Timestamp,Value
4524,purchase,2024-07-12 10:32:36.433105,
4525,view,2024-04-25 02:18:36.433109,
4526,login,2024-07-15 21:02:36.433112,
4527,view,2024-12-03 03:19:36.433116,
4528,purchase,2024-10-26 23:26:36.433119,
4529,login,2024-06-02 23:25:36.433122,326.49
4530,login,2024-01-02 21:52:36.433125,
4531,logout,2024-07-28 14:19:36.433129,
4532,purchase,2024-11-17 16:39:36.433132,366.22
4533,login,2024-08-06 22:32:36.433136,77.43
4534,purchase,2024-12-20 09:26:36.433139,
4535,click,2024-05-03 07:48:36.433142,
4536,login,2024-02-17 02:07:36.433147,261.3
4537,login,2024-07-22 07:29:36.433153,
4538,click,2024-03-09 07:45:36.433159,
4539,click,2024-09-23 12:55:36.433165,
4540,login,2024-12-14 19:38:36.433170,162.25
4541,login,2024-10-07 00:14:36.433174,
4542,click,2024-07-08 16:23:36.433177,366.02
4543,purchase,2024-04-26 19:29:36.433181,102.06
4544,logout,2024-12-06 14:14:36.433184,
4545,view,2024-08-09 10:52:36.433188,461.26
4546,view,2024-05-03 20:39:36.433191,34.71
4547,click,2024-10-26 13:11:36.433195,
4548,purchase,2024-04-09 22:06:36.433198,154.34
4549,purchase,2024-12-05 06:11:36.433201,
4550,view,2024-04-19 01:24:36.433205,
4551,logout,2024-07-11 22:10:36.433211,
4552,purchase,2024-01-26 06:38:36.433218,
4553,login,2023-12-26 03:31:36.433223,145.07
4554,view,2024-02-10 06:50:36.433229,
4555,logout,2024-08-21 16:51:36.433236,
4556,purchase,2024-08-12 21:34:36.433242,12.66
4557,purchase,2024-10-14 13:29:36.433245,
4558,purchase,2024-02-27 04:19:36.433248,
4559,purchase,2024-12-22 21:00:36.433252,165.46
4560,view,2024-11-13 13:03:36.433255,151.74
4561,view,2024-04-01 05:13:36.433258,
4562,login,2024-04-21 21:30:36.433262,
4563,login,2024-12-16 11:28:36.433265,
4564,purchase,2024-03-12 12:18:36.433268,
4565,click,2024-05-30 16:40:36.433272,
4566,click,2024-01-11 19:11:36.433275,349.31
4567,purchase,2024-06-30 17:41:36.433279,
4568,logout,2024-09-20 18:06:36.433282,
4569,click,2024-01-29 23:53:36.433285,473.67
4570,login,2024-01-31 22:45:36.433289,123.0
4571,view,2024-04-01 12:44:36.433292,
4572,purchase,2024-01-18 17:23:36.433296,
4573,logout,2024-12-15 07:18:36.433299,349.07
4574,login,2024-01-25 03:56:36.433302,28.83
4575,login,2024-09-30 00:27:36.433308,
4576,logout,2024-03-28 15:23:36.433313,44.31
4577,purchase,2024-01-22 17:22:36.433319,
4578,login,2024-02-23 14:52:36.433326,142.27
4579,login,2024-04-13 05:32:36.433346,
4580,click,2024-11-08 09:14:36.433352,151.49
4581,logout,2024-12-20 09:22:36.433358,335.56
4582,login,2024-08-01 18:39:36.433364,471.35
4583,logout,2023-12-23 18:05:36.433369,422.25
4584,purchase,2024-02-26 08:55:36.433375,227.85
4585,logout,2024-09-25 14:30:36.433381,145.71
4586,click,2024-08-13 19:55:36.433387,194.27
4587,purchase,2024-03-07 18:44:36.433398,172.8
4588,purchase,2024-05-14 05:48:36.433401,
4589,view,2024-10-17 13:44:36.433405,30.1
4590,purchase,2024-09-15 03:23:36.433408,
4591,view,2024-10-02 20:12:36.433413,
4592,purchase,2024-01-24 11:51:36.433419,307.24
4593,click,2024-09-30 09:25:36.433425,
4594,click,2024-12-15 18:56:36.433431,
4595,logout,2024-01-01 17:29:36.433436,194.44
4596,login,2024-02-29 07:17:36.433442,96.04
4597,logout,2024-12-05 02:27:36.433450,116.65
4598,view,2024-06-19 12:07:36.433453,274.52
4599,click,2024-12-05 02:56:36.433457,
4600,purchase,2024-06-21 03:49:36.433460,
4601,purchase,2024-04-19 19:44:36.433463,
4602,logout,2024-09-19 22:50:36.433467,405.17
4603,view,2024-08-17 17:51:36.433470,441.84
4604,logout,2024-01-05 12:22:36.433473,458.59
4605,view,2024-05-11 22:30:36.433477,5.14
4606,click,2024-11-17 03:47:36.433480,231.35
4607,purchase,2024-09-06 19:23:36.433483,
4608,purchase,2024-10-10 02:06:36.433487,169.33
4609,view,2024-07-31 12:26:36.433490,
4610,click,2024-03-19 02:29:36.433494,84.44
4611,purchase,2024-05-05 06:47:36.433497,
4612,login,2024-12-20 07:30:36.433500,450.36
4613,click,2024-09-23 07:11:36.433503,39.27
4614,purchase,2024-05-16 20:39:36.433507,107.31
4615,click,2024-02-10 12:34:36.433510,
4616,login,2024-02-12 14:06:36.433516,169.37
4617,logout,2024-03-29 09:28:36.433521,309.83
4618,login,2024-05-27 22:46:36.433527,43.12
4619,logout,2024-07-12 19:21:36.433533,222.13
4620,view,2024-07-25 06:13:36.433539,
4621,login,2024-11-23 21:50:36.433544,
4622,view,2024-07-25 17:45:36.433558,24.81
4623,logout,2023-12-23 14:59:36.433564,
4624,logout,2024-03-04 17:57:36.433568,
4625,purchase,2024-11-21 14:54:36.433571,
4626,login,2024-10-29 05:38:36.433575,163.6
4627,login,2024-03-16 13:50:36.433578,
4628,logout,2024-06-29 14:45:36.433581,
4629,click,2024-10-27 21:22:36.433585,
4630,logout,2024-10-31 12:59:36.433588,
4631,purchase,2024-08-25 07:42:36.433591,411.43
4632,login,2024-09-04 02:16:36.433595,
4633,click,2024-10-22 06:11:36.433603,
4634,logout,2024-02-28 06:17:36.433606,
4635,click,2024-07-12 02:46:36.433610,
4636,purchase,2024-07-30 08:06:36.433613,404.29
4637,purchase,2024-12-14 13:01:36.433616,105.61
4638,click,2024-06-28 10:48:36.433620,
4639,purchase,2024-11-30 12:06:36.433623,
4640,click,2024-11-25 01:44:36.433626,332.74
4641,logout,2024-03-31 17:38:36.433630,
4642,click,2024-02-02 03:48:36.433633,
4643,purchase,2024-12-23 05:23:36.433637,
4644,purchase,2024-05-15 07:20:36.433640,
4645,click,2024-07-11 05:30:36.433643,93.49
4646,purchase,2024-10-29 12:03:36.433689,335.3
4647,purchase,2023-12-23 20:13:36.433693,45.31
4648,click,2024-02-04 20:49:36.433696,160.74
4649,view,2024-09-25 08:58:36.433700,
4650,logout,2024-11-26 12:30:36.433703,
4651,login,2024-03-05 10:16:36.433706,
4652,purchase,2024-12-20 10:41:36.433710,
4653,click,2024-09-22 11:01:36.433713,129.25
4654,click,2024-04-04 03:45:36.433716,460.16
4655,view,2024-04-26 22:27:36.433720,129.46
4656,login,2024-09-27 22:37:36.433723,12.53
4657,purchase,2024-01-14 23:41:36.433727,190.9
4658,view,2024-03-17 09:14:36.433730,78.54
4659,logout,2024-05-28 02:58:36.433734,168.67
4660,click,2024-10-07 12:44:36.433737,15.8
4661,logout,2024-09-24 12:30:36.433740,483.64
4662,view,2024-05-10 13:30:36.433743,
4663,login,2024-05-10 01:47:36.433747,
4664,purchase,2024-09-07 15:11:36.433750,327.61
4665,logout,2024-06-19 20:13:36.433754,334.45
4666,login,2024-06-16 12:57:36.433757,206.37
4667,login,2024-01-24 02:48:36.433760,326.84
4668,login,2024-02-17 01:01:36.433764,491.63
4669,logout,2024-03-20 21:56:36.433767,318.88
4670,logout,2024-12-20 06:27:36.433770,302.16
4671,view,2024-03-13 04:33:36.433774,133.46
4672,purchase,2024-11-25 22:20:36.433777,65.2
4673,click,2024-04-17 22:47:36.433781,
4674,purchase,2024-05-17 01:16:36.433784,34.27
4675,click,2024-02-01 09:17:36.433787,
4676,purchase,2024-05-18 22:42:36.433791,223.07
4677,logout,2024-02-07 20:49:36.433794,382.79
4678,login,2024-04-22 13:30:36.433797,
4679,click,2024-12-01 16:27:36.433801,
4680,login,2024-02-25 19:01:36.433804,
4681,login,2024-11-29 01:28:36.433807,
4682,click,2024-05-18 19:18:36.433811,
4683,purchase,2024-03-04 04:17:36.433814,233.6
4684,view,2024-12-20 05:57:36.433818,499.44
4685,purchase,2024-12-21 18:31:36.433821,403.41
4686,logout,2024-03-26 23:34:36.433824,375.28
4687,logout,2024-06-18 10:17:36.433827,
4688,view,2024-05-08 19:04:36.433831,292.91
4689,purchase,2024-08-03 17:42:36.433834,
4690,purchase,2024-05-30 17:47:36.433837,73.95
4691,view,2024-10-30 09:26:36.433841,
4692,click,2024-01-11 15:57:36.433844,
4693,view,2024-04-09 12:31:36.433847,358.2
4694,login,2024-10-15 13:39:36.433851,
4695,logout,2024-01-23 12:44:36.433857,340.77
4696,click,2024-07-20 11:14:36.433863,317.2
4697,login,2024-04-23 14:12:36.433869,
4698,click,2024-11-23 21:14:36.433875,
4699,login,2024-08-20 20:41:36.433881,
4700,login,2024-06-15 14:50:36.433896,479.18
4701,view,2024-03-20 13:00:36.433899,
4702,logout,2024-07-11 19:18:36.433902,
4703,purchase,2024-11-25 13:10:36.433906,262.19
4704,logout,2024-01-04 00:08:36.433909,
4705,click,2024-04-08 12:48:36.433914,
4706,logout,2024-08-11 11:08:36.433919,
4707,purchase,2024-06-29 18:09:36.433925,
4708,purchase,2024-03-12 23:02:36.433931,336.99
4709,login,2024-06-10 02:05:36.433937,
4710,purchase,2024-11-10 17:52:36.433943,107.64
4711,click,2024-07-05 02:57:36.433950,
4712,logout,2024-04-24 23:02:36.433953,
4713,click,2024-10-19 18:37:36.433956,
4714,login,2024-05-17 06:16:36.433960,306.07
4715,logout,2024-09-18 22:43:36.433963,368.54
4716,click,2024-06-22 22:19:36.433967,
4717,purchase,2024-04-01 05:28:36.433970,78.84
4718,view,2024-05-27 06:46:36.433977,
4719,login,2024-10-31 13:56:36.433981,
4720,purchase,2024-06-05 23:27:36.433984,198.9
4721,login,2024-05-09 06:58:36.433988,
4722,view,2024-09-24 13:33:36.433991,349.32
4723,click,2024-05-26 13:03:36.433994,
4724,purchase,2024-03-08 15:34:36.433997,
4725,view,2024-06-12 13:26:36.434001,255.91
4726,click,2024-08-30 17:48:36.434004,203.0
4727,view,2024-09-18 00:41:36.434009,160.93
4728,view,2024-04-14 01:21:36.434015,445.8
4729,click,2024-09-17 19:44:36.434021,201.98
4730,logout,2024-01-26 14:52:36.434026,38.81
4731,purchase,2024-10-21 18:54:36.434032,424.98
4732,click,2024-09-09 06:26:36.434040,495.78
4733,view,2024-03-12 04:24:36.434044,112.93
4734,logout,2024-02-02 06:23:36.434047,270.58
4735,login,2024-05-25 19:09:36.434050,186.74
4736,view,2024-04-22 23:09:36.434054,
4737,view,2024-09-21 14:56:36.434057,447.21
4738,view,2024-02-14 11:52:36.434060,139.18
4739,purchase,2024-11-11 21:45:36.434063,
4740,purchase,2024-05-13 13:26:36.434067,
4741,click,2024-12-05 20:36:36.434070,482.04
4742,click,2024-03-05 14:15:36.434073,
4743,click,2024-06-11 21:41:36.434077,
4744,view,2024-11-04 22:24:36.434081,
4745,purchase,2024-12-02 22:32:36.434085,
4746,logout,2024-12-05 16:30:36.434088,
4747,purchase,2024-02-02 23:09:36.434092,
4748,purchase,2024-11-13 21:55:36.434095,179.45
4749,login,2023-12-26 14:46:36.434098,477.74
4750,login,2024-02-24 06:41:36.434102,130.09
4751,click,2024-11-16 03:58:36.434105,466.67
4752,click,2024-08-05 22:34:36.434109,
4753,login,2024-06-27 04:22:36.434112,378.59
4754,purchase,2024-07-25 04:27:36.434115,
4755,view,2024-06-17 16:27:36.434118,59.12
4756,login,2024-01-08 16:39:36.434122,167.5
4757,view,2024-09-17 02:01:36.434125,214.38
4758,purchase,2024-04-28 23:17:36.434128,428.51
4759,click,2024-10-22 14:49:36.434132,
4760,logout,2024-01-02 01:40:36.434135,37.95
4761,view,2024-01-30 04:50:36.434138,178.45
4762,click,2024-02-07 07:58:36.434142,395.45
4763,click,2024-09-16 17:04:36.434145,
4764,view,2024-01-19 05:12:36.434148,
4765,purchase,2024-07-08 13:06:36.434152,
4766,view,2024-11-17 06:22:36.434155,458.92
4767,click,2024-12-06 02:41:36.434159,
4768,login,2024-10-08 04:42:36.434162,402.72
4769,purchase,2024-09-21 07:44:36.434165,299.9
4770,click,2024-12-17 19:01:36.434168,121.91
4771,view,2024-03-26 12:42:36.434172,71.57
4772,click,2024-04-10 06:40:36.434175,422.27
4773,click,2024-05-25 22:05:36.434179,
4774,click,2024-10-12 12:53:36.434182,
4775,login,2024-01-26 18:28:36.434185,216.59
4776,logout,2024-06-04 11:44:36.434189,
4777,purchase,2024-01-18 11:01:36.434192,
4778,logout,2024-05-09 11:12:36.434195,228.22
4779,click,2024-10-30 20:07:36.434199,44.42
4780,logout,2024-09-01 17:59:36.434202,
4781,click,2024-02-25 17:04:36.434205,
4782,click,2024-08-21 16:13:36.434209,
4783,logout,2024-02-02 11:33:36.434212,
4784,logout,2024-09-17 09:38:36.434216,499.06
4785,view,2024-12-12 03:37:36.434219,
4786,click,2024-11-29 13:16:36.434224,499.72
4787,login,2024-01-05 16:08:36.434230,338.85
4788,click,2024-11-17 20:13:36.434236,53.6
4789,purchase,2024-10-17 03:51:36.434242,
4790,login,2024-08-27 11:46:36.434247,433.26
4791,view,2024-10-25 16:53:36.434251,255.22
4792,click,2024-03-18 05:56:36.434254,328.9
4793,login,2024-02-26 08:43:36.434257,
4794,login,2024-01-29 12:47:36.434261,
4795,click,2024-09-11 23:57:36.434264,285.91
4796,logout,2024-08-17 17:13:36.434268,460.53
4797,click,2023-12-30 11:05:36.434271,
4798,logout,2024-10-31 12:38:36.434274,
4799,purchase,2024-06-11 05:20:36.434278,266.1
4800,login,2024-06-09 06:51:36.434283,44.12
4801,view,2024-05-18 02:51:36.434289,
4802,view,2024-09-25 18:10:36.434295,296.53
4803,logout,2024-10-24 01:41:36.434305,
4804,logout,2024-08-03 10:00:36.434311,
4805,purchase,2024-11-17 17:13:36.434317,
4806,logout,2024-02-25 09:34:36.434320,283.23
4807,purchase,2024-07-26 08:33:36.434323,
4808,login,2024-05-29 06:24:36.434327,230.86
4809,view,2024-02-18 20:36:36.434330,471.19
4810,login,2024-01-11 07:54:36.434333,
4811,click,2024-02-16 20:11:36.434337,
4812,logout,2024-05-19 22:51:36.434340,
4813,click,2024-02-16 17:17:36.434344,
4814,login,2024-07-29 23:02:36.434347,233.49
4815,purchase,2024-05-23 09:10:36.434350,192.88
4816,purchase,2024-03-11 00:21:36.434355,
4817,logout,2024-03-25 15:02:36.434359,175.8
4818,logout,2024-04-26 15:19:36.434362,
4819,click,2024-09-26 08:15:36.434366,
4820,purchase,2024-03-15 07:00:36.434369,
4821,logout,2024-11-05 11:13:36.434372,211.41
4822,purchase,2024-01-20 09:43:36.434378,59.09
4823,login,2024-05-23 12:58:36.434384,10.32
4824,click,2024-04-10 19:11:36.434389,
4825,logout,2024-04-06 16:02:36.434395,485.72
4826,click,2024-10-03 21:28:36.434401,
4827,login,2024-05-11 21:29:36.434404,87.98
4828,view,2024-04-07 21:26:36.434408,476.9
4829,view,2024-05-01 11:28:36.434411,
4830,purchase,2024-10-07 07:24:36.434414,84.03
4831,click,2024-05-28 16:53:36.434418,
4832,click,2024-02-12 02:08:36.434421,
4833,logout,2024-04-18 13:16:36.434424,200.25
4834,logout,2024-04-15 23:31:36.434428,
4835,purchase,2024-04-21 16:08:36.434431,
4836,click,2024-05-03 02:09:36.434435,32.65
4837,purchase,2024-07-18 09:52:36.434438,
4838,click,2024-03-01 08:00:36.434441,241.22
4839,login,2024-10-19 12:27:36.434445,160.9
4840,view,2024-11-30 03:58:36.434448,286.46
4841,purchase,2024-12-19 02:15:36.434451,276.86
4842,purchase,2024-03-17 09:26:36.434455,91.02
4843,click,2024-01-15 10:57:36.434458,131.93
4844,purchase,2024-05-19 03:27:36.434462,
4845,login,2024-12-14 20:41:36.434465,
4846,logout,2024-10-16 19:14:36.434468,388.51
4847,view,2024-07-26 04:16:36.434472,79.47
4848,purchase,2024-12-03 07:26:36.434475,
4849,view,2024-08-23 11:26:36.434478,
4850,logout,2024-01-24 12:37:36.434482,137.88
4851,click,2024-05-04 09:02:36.434485,105.67
4852,click,2024-11-16 03:09:36.434489,436.68
4853,click,2024-06-25 21:09:36.434494,
4854,login,2024-01-21 05:34:36.434500,
4855,click,2024-05-09 12:34:36.434506,
4856,purchase,2024-05-19 03:07:36.434511,174.32
4857,click,2024-09-07 08:44:36.434518,415.52
4858,purchase,2024-06-04 09:37:36.434525,352.5
4859,login,2024-07-27 12:12:36.434529,26.6
4860,click,2024-04-09 05:43:36.434532,474.1
4861,click,2024-07-24 04:16:36.434535,
4862,click,2024-09-06 12:46:36.434539,119.2
4863,logout,2024-10-12 17:25:36.434542,8.62
4864,view,2024-02-21 02:25:36.434545,484.88
4865,logout,2024-10-06 10:20:36.434549,277.21
4866,view,2024-05-11 13:18:36.434552,
4867,logout,2024-03-22 09:00:36.434555,
4868,login,2024-05-26 04:44:36.434559,434.05
4869,click,2024-11-15 08:19:36.434562,176.98
4870,login,2024-12-04 00:02:36.434566,
4871,purchase,2024-01-07 06:45:36.434569,13.33
4872,purchase,2023-12-27 01:57:36.434572,215.75
4873,view,2024-09-26 14:22:36.434575,339.03
4874,click,2024-01-01 13:02:36.434579,186.17
4875,login,2024-03-18 12:43:36.434582,
4876,click,2024-04-16 11:50:36.434586,486.28
4877,login,2024-04-04 00:13:36.434589,
4878,purchase,2024-08-22 08:16:36.434592,107.86
4879,view,2024-09-11 07:02:36.434597,128.84
4880,login,2024-02-16 04:46:36.434603,231.74
4881,purchase,2024-10-17 15:32:36.434609,
4882,view,2024-08-15 12:15:36.434614,394.93
4883,logout,2024-10-13 12:57:36.434621,
4884,logout,2024-11-28 08:57:36.434626,79.09
4885,login,2024-04-04 23:58:36.434631,167.94
4886,click,2024-02-05 17:29:36.434635,245.42
4887,logout,2024-09-07 15:05:36.434638,348.65
4888,purchase,2024-07-29 21:27:36.434642,110.99
4889,login,2024-06-25 09:50:36.434645,477.29
4890,purchase,2024-08-04 04:07:36.434648,67.92
4891,view,2024-10-18 13:30:36.434652,58.8
4892,view,2024-12-09 08:41:36.434655,
4893,view,2024-11-23 21:25:36.434658,
4894,click,2024-09-25 10:36:36.434661,
4895,logout,2024-12-19 22:39:36.434665,
4896,purchase,2024-10-10 12:13:36.434668,
4897,purchase,2024-12-05 17:36:36.434672,
4898,purchase,2024-10-05 20:07:36.434675,
4899,view,2024-09-13 19:57:36.434678,477.43
4900,purchase,2024-07-18 09:40:36.434681,373.5
4901,purchase,2024-11-08 12:51:36.434685,409.85
4902,click,2024-04-20 04:53:36.434688,5.82
4903,purchase,2024-12-14 14:54:36.434691,180.43
4904,purchase,2024-06-24 07:04:36.434695,56.25
4905,click,2024-10-27 08:41:36.434698,54.0
4906,view,2024-10-10 06:32:36.434701,
4907,purchase,2024-01-27 20:34:36.434705,
4908,view,2024-03-30 18:16:36.434708,281.42
4909,click,2024-03-23 07:17:36.434711,80.43
4910,logout,2024-04-20 21:29:36.434716,
4911,purchase,2024-09-07 12:52:36.434719,
4912,view,2024-11-07 10:39:36.434722,121.69
4913,logout,2024-10-26 17:21:36.434726,
4914,click,2024-03-20 10:10:36.434729,
4915,click,2024-10-11 23:22:36.434732,
4916,purchase,2024-03-22 12:58:36.434736,
4917,click,2024-04-22 12:01:36.434739,498.38
4918,click,2024-09-10 11:04:36.434743,419.07
4919,logout,2023-12-23 13:26:36.434746,140.58
4920,logout,2024-05-03 09:30:36.434749,
4921,logout,2024-11-17 11:41:36.434753,281.9
4922,view,2024-03-08 14:10:36.434756,
4923,purchase,2024-11-02 14:55:36.434760,
4924,logout,2024-01-08 00:52:36.434763,
4925,login,2024-07-20 07:40:36.434766,206.76
4926,logout,2024-01-04 18:25:36.434769,
4927,login,2024-03-12 23:52:36.434773,
4928,logout,2024-08-05 18:31:36.434776,353.64
4929,view,2024-02-23 12:53:36.434780,
4930,view,2024-04-24 02:31:36.434783,
4931,logout,2024-07-10 15:59:36.434786,364.93
4932,click,2024-10-30 05:03:36.434789,285.85
4933,view,2024-04-03 11:36:36.434793,
4934,purchase,2024-10-03 10:58:36.434796,
4935,logout,2024-07-06 04:18:36.434800,
4936,view,2024-12-08 14:33:36.434803,225.37
4937,click,2024-05-04 00:26:36.434806,
4938,click,2024-12-11 11:42:36.434810,
4939,click,2024-08-15 00:30:36.434813,
4940,click,2024-07-12 16:57:36.434816,170.36
4941,view,2024-03-18 07:13:36.434820,
4942,view,2024-03-29 22:18:36.434823,127.25
4943,login,2024-04-18 17:00:36.434826,
4944,login,2024-08-15 05:52:36.434830,399.64
4945,purchase,2024-03-09 12:51:36.434833,
4946,purchase,2024-03-28 04:08:36.434837,323.4
4947,login,2024-08-18 04:44:36.434840,
4948,logout,2024-09-02 04:03:36.434843,149.27
4949,purchase,2024-05-10 05:14:36.434846,186.41
4950,logout,2024-04-19 14:24:36.434850,66.47
4951,login,2024-08-01 17:41:36.434853,384.56
4952,purchase,2024-06-18 04:50:36.434856,
4953,logout,2024-01-21 17:17:36.434860,
4954,click,2024-10-29 22:33:36.434863,235.85
4955,view,2024-03-07 23:42:36.434866,
4956,logout,2024-05-20 10:44:36.434870,307.97
4957,login,2024-05-22 23:05:36.434873,
4958,click,2024-06-23 05:48:36.434876,252.87
4959,click,2024-10-16 08:48:36.434880,
4960,view,2024-06-24 03:47:36.434883,55.47
4961,click,2024-08-18 04:11:36.434886,
4962,click,2024-02-15 11:27:36.434889,
4963,view,2024-11-30 14:51:36.434893,147.52
4964,view,2024-08-15 14:55:36.434896,319.44
4965,logout,2024-06-04 05:15:36.434900,
4966,logout,2024-11-23 03:01:36.434903,487.76
4967,logout,2024-10-07 23:22:36.434906,
4968,click,2024-06-20 12:44:36.434910,254.47
4969,click,2024-07-30 23:54:36.434913,218.58
4970,click,2024-09-11 21:13:36.434916,78.06
4971,purchase,2024-09-05 23:17:36.434920,
4972,login,2024-01-25 12:34:36.434923,
4973,purchase,2024-05-08 18:17:36.434927,269.94
4974,login,2024-12-18 08:08:36.434933,
4975,click,2024-01-16 09:06:36.434938,
4976,purchase,2023-12-29 10:58:36.434944,
4977,login,2024-05-05 14:46:36.434950,
4978,login,2024-07-15 23:39:36.434956,
4979,login,2024-07-17 13:55:36.434967,48.5
4980,click,2024-05-15 05:23:36.434970,
4981,purchase,2024-10-10 07:30:36.434973,273.46
4982,purchase,2024-06-22 01:25:36.434977,386.76
4983,view,2024-02-17 11:00:36.434980,398.66
4984,view,2024-04-28 20:50:36.434984,
4985,logout,2024-06-20 22:58:36.434987,
4986,login,2024-06-20 03:07:36.434992,
4987,logout,2024-04-03 19:15:36.434998,
4988,login,2024-11-20 20:44:36.435004,
4989,click,2024-10-30 02:03:36.435009,433.72
4990,logout,2024-08-22 00:19:36.435015,56.79
4991,logout,2024-09-13 12:44:36.435033,
4992,logout,2024-04-22 06:21:36.435037,141.28
4993,purchase,2024-06-18 22:47:36.435040,295.82
4994,logout,2024-09-03 14:39:36.435043,135.97
4995,logout,2024-01-27 00:13:36.435047,201.46
4996,view,2024-05-08 04:57:36.435050,
4997,view,2024-09-10 03:51:36.435054,352.34
4998,click,2024-11-23 21:25:36.435057,441.73
4999,purchase,2024-01-11 01:03:36.435060,
5000,view,2024-08-27 00:16:36.435064,
5001,logout,2024-01-09 12:09:36.435067,
5002,logout,2024-11-01 05:16:36.435070,
5003,view,2024-02-08 14:44:36.435074,245.16
5004,click,2024-11-02 09:55:36.435077,101.49
5005,login,2024-06-16 14:03:36.435081,
5006,click,2023-12-24 01:23:36.435087,
5007,logout,2024-05-06 04:46:36.435093,171.11
5008,click,2024-03-10 04:09:36.435098,225.49
5009,click,2024-03-17 03:15:36.435104,
5010,click,2024-11-03 22:12:36.435110,
5011,login,2024-06-26 00:03:36.435121,
5012,logout,2024-10-10 16:24:36.435124,
5013,view,2024-08-14 13:16:36.435127,
5014,logout,2023-12-29 13:09:36.435131,
5015,login,2024-07-25 02:33:36.435134,
5016,logout,2024-09-28 05:21:36.435138,398.04
5017,click,2024-10-14 07:56:36.435142,
5018,click,2024-11-29 13:08:36.435145,
5019,purchase,2024-03-09 03:31:36.435148,150.34
5020,click,2024-11-16 07:31:36.435152,
5021,purchase,2024-04-08 18:57:36.435155,453.16
5022,purchase,2024-12-02 12:38:36.435158,96.02
5023,logout,2024-05-31 18:56:36.435161,
5024,purchase,2024-01-18 10:26:36.435165,
5025,logout,2024-05-17 21:35:36.435168,83.49
5026,login,2024-01-02 05:40:36.435171,245.87
5027,purchase,2024-03-29 01:52:36.435175,
5028,purchase,2024-09-07 11:46:36.435178,
5029,purchase,2024-05-17 01:27:36.435182,
5030,click,2024-09-29 12:00:36.435185,
5031,login,2024-04-08 07:27:36.435188,194.42
5032,logout,2024-03-11 11:54:36.435192,438.35
5033,purchase,2024-09-18 18:50:36.435195,
5034,login,2024-10-11 14:30:36.435198,68.01
5035,click,2024-12-07 01:17:36.435201,42.81
5036,view,2024-02-17 12:04:36.435205,464.6
5037,login,2024-08-09 17:53:36.435208,
5038,view,2024-08-05 14:25:36.435211,232.97
5039,purchase,2024-04-22 01:29:36.435215,227.82
5040,logout,2024-02-20 16:34:36.435218,
5041,login,2024-03-30 23:16:36.435221,291.06
5042,login,2024-08-09 03:59:36.435225,
5043,view,2024-10-09 05:44:36.435228,361.71
5044,view,2024-08-13 20:03:36.435231,
5045,logout,2024-07-24 13:14:36.435235,227.2
5046,logout,2024-04-06 14:58:36.435238,
5047,purchase,2024-04-16 13:05:36.435241,
5048,login,2024-06-01 19:28:36.435245,250.23
5049,view,2024-05-17 01:36:36.435248,125.93
5050,purchase,2024-03-23 04:20:36.435251,
5051,click,2024-02-27 21:34:36.435255,
5052,logout,2024-07-07 18:29:36.435259,
5053,login,2024-01-15 01:22:36.435262,
5054,view,2024-07-18 13:32:36.435265,
5055,login,2024-12-23 13:16:36.435269,
5056,view,2024-08-27 22:13:36.435272,196.59
5057,purchase,2024-04-25 06:51:36.435275,
5058,view,2024-05-18 05:39:36.435278,
5059,view,2024-05-19 11:04:36.435282,
5060,view,2024-07-10 08:30:36.435285,
5061,login,2024-09-08 05:09:36.435288,
5062,login,2024-10-05 16:24:36.435291,
5063,logout,2024-05-11 00:58:36.435295,252.42
5064,view,2024-09-26 12:22:36.435299,
5065,click,2024-01-04 02:01:36.435305,
5066,login,2024-02-07 22:27:36.435311,361.93
5067,login,2024-11-03 14:39:36.435317,396.47
5068,login,2024-01-02 23:59:36.435323,384.62
5069,login,2024-10-12 22:38:36.435326,
5070,purchase,2024-08-26 03:48:36.435329,
5071,logout,2023-12-24 00:27:36.435333,156.83
5072,view,2024-11-15 15:19:36.435336,389.94
5073,purchase,2024-12-16 14:16:36.435339,179.4
5074,view,2024-04-25 02:58:36.435343,71.57
5075,login,2024-06-30 01:10:36.435346,
5076,logout,2024-07-12 07:42:36.435349,429.84
5077,purchase,2024-11-08 05:41:36.435353,
5078,login,2024-04-09 13:39:36.435357,87.09
5079,view,2024-11-03 13:13:36.435363,364.83
5080,click,2024-01-06 23:57:36.435369,165.41
5081,click,2024-08-07 02:10:36.435374,
5082,purchase,2024-10-19 04:00:36.435380,493.51
5083,click,2024-03-01 06:45:36.435388,
5084,purchase,2024-11-15 11:30:36.435393,
5085,purchase,2024-11-30 03:40:36.435397,329.59
5086,purchase,2024-01-05 22:20:36.435400,
5087,login,2024-01-13 12:38:36.435403,492.38
5088,purchase,2024-08-03 04:06:36.435407,316.3
5089,purchase,2024-03-05 08:08:36.435410,
5090,purchase,2024-08-23 09:58:36.435413,65.72
5091,login,2024-01-28 22:22:36.435416,
5092,login,2024-06-29 16:15:36.435420,250.23
5093,click,2024-01-19 23:36:36.435423,26.41
5094,logout,2024-04-23 11:20:36.435427,391.03
5095,view,2024-04-11 21:59:36.435430,
5096,logout,2024-09-24 02:00:36.435433,
5097,view,2024-09-20 14:19:36.435437,
5098,login,2024-09-04 15:22:36.435440,38.97
5099,logout,2024-04-12 14:49:36.435443,172.99
5100,purchase,2024-04-21 13:00:36.435448,
5101,view,2024-08-08 02:27:36.435454,
